uv_file_name,diffuse_file_name,caption
uv/a320de07f19e41e6a18737be955177fb.png,diffuse/a320de07f19e41e6a18737be955177fb.png,"a round, metallic, blue-rimmed bowl with a matte finish and visible signs of wear and dirt."
uv/e3ca8f1b323444878f05912e9140fe5b.png,diffuse/e3ca8f1b323444878f05912e9140fe5b.png,this is a circular ceramic plate with a textured surface featuring a central turquoise circle surrounded by concentric circles and geometric patterns in a muted color palette.
uv/00daf5abf6d44db9a310b8264ad0e834.png,diffuse/00daf5abf6d44db9a310b8264ad0e834.png,a white and red baseball jersey with a smooth texture and a ribbed collar and cuffs.
uv/3203597accdf47188bfde0851c3fced5.png,diffuse/3203597accdf47188bfde0851c3fced5.png,"a sturdy axe with a polished metal head and a textured wooden handle, featuring a green emblem on the blade."
uv/dbf1dce0df2945abab58732490252612.png,diffuse/dbf1dce0df2945abab58732490252612.png,"a 3d rendered image of a spherical object with a textured surface that mimics the appearance of scales, featuring a gradient of colors from dark to light, transitioning from black to red."
uv/86347ca1f7514b1a9dbe0d67e0275322.png,diffuse/86347ca1f7514b1a9dbe0d67e0275322.png,"a 3d model of a colorful pie chart with a glossy finish, featuring segments in shades of blue, green, yellow, and red, with a central dark circle."
uv/3efcb2a41d7a43c3ad0388292bb7e409.png,diffuse/3efcb2a41d7a43c3ad0388292bb7e409.png,"a vintage silver hand mirror with ornate metalwork and a green gemstone accent. the mirror's surface is textured with a frosted finish, and the handle features a detailed, embossed pattern."
uv/462e5f35fd9d467fb9ac7abc2dd80d04.png,diffuse/462e5f35fd9d467fb9ac7abc2dd80d04.png,"a 3d puzzle cube with vibrant colors and numbers on each face, showcasing a variety of hues including green, blue, pink, and orange, with a grid-like texture."
uv/24dcffc5477a41de885a90c722012a0f.png,diffuse/24dcffc5477a41de885a90c722012a0f.png,"a wooden box with a reflective surface, featuring a diagonal line pattern and a natural wood grain texture, with a warm brown color palette."
uv/c25cf4a285cc425cbe21cd95d622b2f2.png,diffuse/c25cf4a285cc425cbe21cd95d622b2f2.png,"a metallic, circular device with a textured surface, featuring a central gear-like symbol and a small protruding arm, exhibits a greenish patina with hints of rust, suggesting age or exposure to elements."
uv/ce05614f6afb473698827fad11e8db04.png,diffuse/ce05614f6afb473698827fad11e8db04.png,"the object is a round, flat, yellow disc with a smooth texture. it features a white and red cartoon horse face centered on the disc. the horse has a friendly expression with black eyes and a pink nose. the text ""欢迎好吧"" is written in black at"
uv/c9c38022c7ce43e6b227f31ecce4fe0f.png,diffuse/c9c38022c7ce43e6b227f31ecce4fe0f.png,"a low-poly, geometric crystal formation with a vibrant purple hue, showcasing facets and sharp edges, set against a neutral background."
uv/fa73d80a0ead4e81b1a9b84a5c07489d.png,diffuse/fa73d80a0ead4e81b1a9b84a5c07489d.png,"a rustic, terracotta pot with a smooth, reddish-brown surface and visible horizontal lines, suggesting a natural, earthy texture."
uv/742cd139c890473e8035d7fdb4d6c94c.png,diffuse/742cd139c890473e8035d7fdb4d6c94c.png,"a 3d rendered image of a four-sided, square-shaped object with a textured surface, featuring a hexagonal logo on one side. the object is primarily grey with a black border and a green logo, suggesting a modern and sleek design."
uv/28bae86a6eb549158bbf51b3cde7f493.png,diffuse/28bae86a6eb549158bbf51b3cde7f493.png,"a tall, cylindrical wooden planter with vertical ridges and a darker wood grain pattern on the sides, set against a soft blue gradient background."
uv/d445d64677e24660a6297bcb3e7b4e1f.png,diffuse/d445d64677e24660a6297bcb3e7b4e1f.png,"a collection of stylized, abstract leaves in various shades of green with a glossy, metallic texture, arranged in a dynamic, overlapping formation."
uv/29677102e1804e72bbb68b408890b77b.png,diffuse/29677102e1804e72bbb68b408890b77b.png,"a wooden spoon with a smooth, polished surface and a natural wood grain pattern, featuring a light brown color with darker accents."
uv/e71485282960427e9ff37932f8aef8bc.png,diffuse/e71485282960427e9ff37932f8aef8bc.png,"a sleek, modern device with a smooth, metallic blue surface and a yellow accent, featuring a rectangular shape with rounded edges and a prominent central vent."
uv/ff83120e4ad246d3a0f7b5807924d6a6.png,diffuse/ff83120e4ad246d3a0f7b5807924d6a6.png,"a 3d rendered image of a blue, textured, cylindrical object with a matte finish."
uv/c3beed8a6abf4697a7ff4204f6b47119.png,diffuse/c3beed8a6abf4697a7ff4204f6b47119.png,"a smooth, matte gray box with a rectangular shape and a slightly rounded top."
uv/b98e34bf441f4444bec59e886e03b586.png,diffuse/b98e34bf441f4444bec59e886e03b586.png,"a sleek, metallic dagger with a sharp, pointed blade and a textured grip, featuring a yellow and black striped handle."
uv/4c275d4bb87a4415b863f79a9d43b717.png,diffuse/4c275d4bb87a4415b863f79a9d43b717.png,"a 3d rendered image of a white, textured, humanoid figure with a wooden stick for a head, set against a dark background."
uv/a459d87c42114eb9bad74d511c6db245.png,diffuse/a459d87c42114eb9bad74d511c6db245.png,"a 3d rendered image of a brown, glossy, abstract object with a smooth surface and sharp edges, exhibiting a matte finish."
uv/4f568911fbb84508b56c76dfe1c90d05.png,diffuse/4f568911fbb84508b56c76dfe1c90d05.png,"a sleek, metallic object with a smooth, reflective surface and a dark gray color scheme. it features a sharp, elongated shape with a pointed end and a flat base, suggesting a design optimized for aerodynamics."
uv/e9877cd684104676b2efe39608952bd1.png,diffuse/e9877cd684104676b2efe39608952bd1.png,"a tall, slender pencil with a pointed tip, featuring a smooth pink body and a red eraser at the bottom. the pencil has a textured surface with a pattern of triangles and a small black dot."
uv/66c5bf12847c42089dc91ce74c0c4637.png,diffuse/66c5bf12847c42089dc91ce74c0c4637.png,"a 3d rendered image of a black, geometric object with a smooth, matte finish and sharp, angular edges. the object has a sleek, modern design with a combination of dark and light gray shades, suggesting a metallic or synthetic material."
uv/6fbbd4691b10458dbc85d8c64c942e0a.png,diffuse/6fbbd4691b10458dbc85d8c64c942e0a.png,"a glossy, metallic-looking container with a smooth, reflective surface and a lid that matches the body in color and texture."
uv/c36b137b07784eb6a59300db761c576d.png,diffuse/c36b137b07784eb6a59300db761c576d.png,"a wooden hexagonal box with a natural wood grain texture and a rich, dark brown color."
uv/34a2a89908834c2ab032528270fa9ca3.png,diffuse/34a2a89908834c2ab032528270fa9ca3.png,"a metallic, gold-colored sword with a wooden handle and a detailed, textured blade."
uv/e5e90b174a6d4c1c97767b3366bd6d3e.png,diffuse/e5e90b174a6d4c1c97767b3366bd6d3e.png,"a wooden box with a rich, dark brown hue and a natural grain texture. it features a sturdy, rectangular shape with a flat top and a cross-shaped design on the front panel, suggesting a traditional or rustic style."
uv/b0d153acf72c4863936c6c14027aa87c.png,diffuse/b0d153acf72c4863936c6c14027aa87c.png,"a long, slender sword with a golden hilt and a white blade, featuring a detailed pattern on the grip."
uv/d206d9e4819c46639fc773e345c48704.png,diffuse/d206d9e4819c46639fc773e345c48704.png,"a sleek, metallic gun with a wooden grip, featuring a smooth, reflective surface and a textured pattern on the lower part."
uv/d22d4b214404430a900c18af53ca0c72.png,diffuse/d22d4b214404430a900c18af53ca0c72.png,"a 3d rendering of a colorful, geometric puzzle with numbers on each block, featuring a variety of vibrant colors and a grid-like texture."
uv/0c808d02c9f24c72ac452fff94609ddf.png,diffuse/0c808d02c9f24c72ac452fff94609ddf.png,"a wooden table with a square top and black metal legs, featuring a natural wood grain texture and a warm, reddish-brown color."
uv/50aeacd80e414f74bf0f35fde9aa1b1f.png,diffuse/50aeacd80e414f74bf0f35fde9aa1b1f.png,"a tall, slender crystal with a hexagonal prism shape stands on a wooden base, emitting a soft glow with a gradient of purple hues."
uv/98e3bf5bac1b4c81b2939cabc81d7ba2.png,diffuse/98e3bf5bac1b4c81b2939cabc81d7ba2.png,"a colorful, geometric-patterned storage box with a flat top, featuring a mix of bright colors and a grid-like texture on the sides."
uv/3966eab192da44d7ad1e1c9d0afb08d5.png,diffuse/3966eab192da44d7ad1e1c9d0afb08d5.png,"a white, oval-shaped dish with a smooth surface and a blue stripe running along the rim."
uv/1395a9cf13c540248dd471e2dc1e7ed1.png,diffuse/1395a9cf13c540248dd471e2dc1e7ed1.png,"a sleek, dark gray vending machine with a glossy finish and smooth surface texture, featuring a rectangular top panel and a control panel with buttons and a digital display."
uv/b5a45e9e7552423380766e69bb7ee3f6.png,diffuse/b5a45e9e7552423380766e69bb7ee3f6.png,"a wooden bench with a dark metal frame and armrests, featuring a natural wood grain texture and a dark finish."
uv/b366b95080c54195b2ed73f5f7045763.png,diffuse/b366b95080c54195b2ed73f5f7045763.png,"a tall, slender metal pole with a square top and a round base, featuring a marbled pattern."
uv/735b00a264df4e158d079c330819e0b2.png,diffuse/735b00a264df4e158d079c330819e0b2.png,"a 3d rendering of a colorful, numbered rubik's cube with a glossy finish and a grid pattern on each face."
uv/327a8842a69b4b34b8d10f091f151147.png,diffuse/327a8842a69b4b34b8d10f091f151147.png,"a round, dark-brown pastry with a flaky, golden crust, topped with a creamy white substance and sprinkled with red and yellow spices."
uv/3ea0f9bc15e1459ab659ee68037a8ad0.png,diffuse/3ea0f9bc15e1459ab659ee68037a8ad0.png,"a low-poly, geometric duck with a glossy, orange and black color scheme, featuring a smooth, reflective surface and a stylized beak."
uv/d8fe84f05dde4a8aba99da1d04115f64.png,diffuse/d8fe84f05dde4a8aba99da1d04115f64.png,"a sleek, metallic handgun with a wooden grip, featuring a smooth, reflective surface and a matte finish."
uv/c5b474c2d4d248679ef875a8299f5826.png,diffuse/c5b474c2d4d248679ef875a8299f5826.png,"a vintage computer with a blue base, featuring a textured grey exterior with visible scratches and scuffs, and a clear plastic casing with a handle on top."
uv/fbaec7e2d4ec4791ae95505f68e63070.png,diffuse/fbaec7e2d4ec4791ae95505f68e63070.png,"a black, textured surface with two vibrant pink rectangles, possibly a modern, abstract sculpture or artwork."
uv/54c12023bf0849488217c23f16b0b604.png,diffuse/54c12023bf0849488217c23f16b0b604.png,"a vibrant red shield with a distressed, weathered texture and gold trim, suggesting a medieval or fantasy theme."
uv/d26b248286a34a32b1c8833233d20f09.png,diffuse/d26b248286a34a32b1c8833233d20f09.png,"a geometric, faceted blue crystal with a translucent quality, exhibiting a spectrum of light reflections and a cool, icy hue."
uv/585f42baa8bc4de0ba9590cc4518077d.png,diffuse/585f42baa8bc4de0ba9590cc4518077d.png,"this is a rectangular table with a striking blue and brown marble top, supported by a sturdy wooden base with a rich, dark finish. the marble exhibits a glossy sheen, reflecting light and enhancing the vibrant blue hues."
uv/97524814d829402db1f907e32f3a7f63.png,diffuse/97524814d829402db1f907e32f3a7f63.png,"a gothic-style archway with a dark, mossy texture and a greenish hue, featuring a wooden door with a metal latch."
uv/0b3f29fc751245fdb9513d610296c8ae.png,diffuse/0b3f29fc751245fdb9513d610296c8ae.png,"a wooden barrel with a white band around the middle, featuring a textured surface that simulates wood grain and a white interior."
uv/628814cdf10c4251bb85f06875449ab3.png,diffuse/628814cdf10c4251bb85f06875449ab3.png,"a 3d rendered image of a green, cylindrical object with a smooth, matte finish. it has a narrow neck and a wider base, resembling a bottle or a vase. the object's surface is uniform, with no visible patterns or textures."
uv/6732042e258b469a84262c07ec5b86a8.png,diffuse/6732042e258b469a84262c07ec5b86a8.png,"a capsule-shaped pill with a smooth, matte finish, featuring a blue and red color scheme with a white band across the middle."
uv/e83dc29e69e94ca7954c0b25d52ea3b2.png,diffuse/e83dc29e69e94ca7954c0b25d52ea3b2.png,"a wooden chair with a dark brown seat and armrests, featuring a natural wood grain texture and a matte finish."
uv/7048155522dd43a2ba67a7d97ff8bad7.png,diffuse/7048155522dd43a2ba67a7d97ff8bad7.png,"a three-tiered, cylindrical object with a textured surface that appears to be made of a matte, gray material. the tiers are connected by a central seam, and the overall design suggests a modern, minimalist aesthetic."
uv/2f1922fb55ae4138ae58db47430e1e20.png,diffuse/2f1922fb55ae4138ae58db47430e1e20.png,"a metallic, sleek, and angular object with a reflective surface, predominantly silver and black, with a smooth texture and sharp edges."
uv/294b045e710c4cff8f2bcaa3b29394d9.png,diffuse/294b045e710c4cff8f2bcaa3b29394d9.png,"a small, hexagonal-shaped object with a glossy black and green marble-like texture, accented with a bright yellow hexagonal pattern in the center."
uv/785f1acb1e504c0e930bfe573cb169c9.png,diffuse/785f1acb1e504c0e930bfe573cb169c9.png,"the object is a geometric, faceted cube with a matte finish, predominantly black in color, featuring a central triangular prism with a darker shade, creating a sense of depth and dimension."
uv/b847dd2ad15a4b168fdcb76b01595e6d.png,diffuse/b847dd2ad15a4b168fdcb76b01595e6d.png,"a blue lego brick with a matte finish and visible scratches, featuring six studs on top."
uv/6d3d7808e9364f19926f429fdd41facd.png,diffuse/6d3d7808e9364f19926f429fdd41facd.png,"a detailed 3d render of a tie fighter, featuring a sleek, metallic finish with a dark, uniform color scheme and a complex, angular design."
uv/f789d5beaacf4a9ba2e6cacdcac80c01.png,diffuse/f789d5beaacf4a9ba2e6cacdcac80c01.png,"a 3d rendered image of a spherical object with a smooth, shiny surface, featuring a golden dome on top and a vibrant green ring around the middle. the base appears to be a dark, textured material."
uv/dbada35f8e8e4268967cdca0857bec03.png,diffuse/dbada35f8e8e4268967cdca0857bec03.png,"a vibrant yellow plastic cup features a realistic watermelon slice design with a glossy finish, and two orange slices with a matte texture."
uv/15d280f41a034434bf01d6955ff093a7.png,diffuse/15d280f41a034434bf01d6955ff093a7.png,"a rustic wooden barrel with a weathered finish, featuring horizontal planks and a curved top, rests on a wooden surface."
uv/4736c5abd66e4f24bf41a82f88794fbb.png,diffuse/4736c5abd66e4f24bf41a82f88794fbb.png,"a glossy, purple cube with gold textures and symbols, reflecting light on its surfaces."
uv/a82cf2f38ca549ed87982f422b9fb092.png,diffuse/a82cf2f38ca549ed87982f422b9fb092.png,"a modern, light grey sofa with a textured fabric surface and a minimalist design, featuring a three-seater layout with a chaise lounge."
uv/bdc774c21b574e00b06b926f62225ba4.png,diffuse/bdc774c21b574e00b06b926f62225ba4.png,"a 3d rendered image of a colorful rubik's cube with numbers on each visible face, showcasing a variety of vibrant colors and a glossy texture."
uv/b1f28b8e95a148d38062382cd8000bb2.png,diffuse/b1f28b8e95a148d38062382cd8000bb2.png,"a modern, minimalist chair with a sleek design, featuring a vibrant red seat and a contrasting white backrest, all set on a wooden base with a smooth finish."
uv/f51c9072c6b544ae87f41de7d37dfeaf.png,diffuse/f51c9072c6b544ae87f41de7d37dfeaf.png,"a 3d rendering of a colorful rubik's cube with each face displaying a different color and numbered from 1 to 9. the cube has a glossy finish and is composed of various shades of blue, green, orange, and purple."
uv/11db231a6dea46529a1104c0f149267d.png,diffuse/11db231a6dea46529a1104c0f149267d.png,"a rough, irregularly shaped stone with a grayish-brown color and a textured surface, possibly indicating a natural stone or mineral."
uv/cc67fd22ab2a45f0b8b9c381f7a24ef5.png,diffuse/cc67fd22ab2a45f0b8b9c381f7a24ef5.png,"a sleek, dark gray leather wallet with a textured finish and a subtle embossed logo on the front."
uv/a2e61f399d9e4a15a9d7724ceaff1ae2.png,diffuse/a2e61f399d9e4a15a9d7724ceaff1ae2.png,"a long, slender stick with a golden, tassel-like decoration at the bottom, featuring a smooth, matte finish and a uniform beige color."
uv/bdf7a51fe164475fa7ffad2d23b07249.png,diffuse/bdf7a51fe164475fa7ffad2d23b07249.png,"a cylindrical barrel with a rusted brown surface, featuring a yellow biohazard symbol, indicating it contains hazardous material."
uv/a2bb76adbf774b1f8bea6d46ff68fc76.png,diffuse/a2bb76adbf774b1f8bea6d46ff68fc76.png,"a robust, metallic kettlebell with a textured surface, featuring a circular logo and a handle for grip."
uv/be9888a7a5c34c3c8e6377969ec78741.png,diffuse/be9888a7a5c34c3c8e6377969ec78741.png,"a ripe banana with a smooth, yellow skin and a curved shape, exhibiting a natural, organic texture."
uv/41ca59bd28b74fcea352299d2351d0c5.png,diffuse/41ca59bd28b74fcea352299d2351d0c5.png,"a 3d rendered character stands confidently, adorned in a vibrant red and gold armor with a detailed golden crown. the armor's surface is smooth with a metallic sheen, and the cape flows behind with a slight ripple, suggesting a lightweight fabric."
uv/c0ef9b3b2fdf447e867e92c6b3b470f9.png,diffuse/c0ef9b3b2fdf447e867e92c6b3b470f9.png,four cylindrical barrels with a brown wooden texture and white banding around the middle.
uv/d60736bd0f2941168219e8c17fa37f42.png,diffuse/d60736bd0f2941168219e8c17fa37f42.png,"a 3d rendered image of a black, rectangular base with a blue, smooth, and glossy top. the object has a matte finish on the base and a reflective surface on the top."
uv/d4c506d643c64a6792085caf89675ede.png,diffuse/d4c506d643c64a6792085caf89675ede.png,"a cylindrical metal pole with a smooth, metallic finish and a flat, circular base."
uv/dc757c8cb8d540c8824ed070866beda3.png,diffuse/dc757c8cb8d540c8824ed070866beda3.png,"a rustic wooden hut with a weathered bamboo facade, adorned with colorful tiles and a stone base, exudes a vintage charm."
uv/6d04e2abfb514eec8d6de8c4982e1d3f.png,diffuse/6d04e2abfb514eec8d6de8c4982e1d3f.png,"a sleek, black camera lens with a textured grip and a silver af/mf switch, showcasing a matte finish and a gradient of black to dark gray."
uv/c69c06c0713346df94a78af487ef5d58.png,diffuse/c69c06c0713346df94a78af487ef5d58.png,"a square-shaped, golden-brown object with a smooth, reflective surface and a central circular indentation."
uv/ea9ebea438e7435aafd983905b01a216.png,diffuse/ea9ebea438e7435aafd983905b01a216.png,"a large, irregularly shaped, gray, textured object with a rough surface and a small, flat, rectangular section."
uv/8250c7652d8f4d43b65d82625468edc5.png,diffuse/8250c7652d8f4d43b65d82625468edc5.png,"a rectangular box with a glossy, metallic surface and a dark blue, speckled border."
uv/4db564a83aef46c9833eb439ec34291a.png,diffuse/4db564a83aef46c9833eb439ec34291a.png,two stylized purple flowers with a smooth petal texture and a darker purple bud.
uv/a320dbe2032b4a2e86cc2adc9a76b1a2.png,diffuse/a320dbe2032b4a2e86cc2adc9a76b1a2.png,"a 3d rendered image of a black axe with a textured handle and a smooth, metallic blade."
uv/0e3e315208fd47478a6733508a448ff4.png,diffuse/0e3e315208fd47478a6733508a448ff4.png,"a 3d rendered image of a hexagonal object with a smooth, matte finish in a dark olive green color, bisected by a vertical red line."
uv/27dccf4bb86f4bb9a595ee272e0b3568.png,diffuse/27dccf4bb86f4bb9a595ee272e0b3568.png,"a 3d rendered image of a textured, gray, boulder-like object with a rough, uneven surface and a slightly darker top."
uv/b95f51222a984434bd8bac8091d91656.png,diffuse/b95f51222a984434bd8bac8091d91656.png,"a low-poly, teal-colored object with a smooth, matte finish and sharp edges, resembling a stylized, abstract humanoid figure."
uv/0b77fab5702042469069ca8bc50d7efe.png,diffuse/0b77fab5702042469069ca8bc50d7efe.png,"a rustic wooden chair with a high back and armrests, featuring a natural wood grain texture and a warm, golden-brown color palette."
uv/4056fbcafe5e44e5810c84a2a836f9c1.png,diffuse/4056fbcafe5e44e5810c84a2a836f9c1.png,"a vibrant red visa credit card with a sleek, glossy finish and a black chip on the right side. the card features a series of white numbers and the name ""john white"" printed in white."
uv/52fda393314543b79c631327009b819c.png,diffuse/52fda393314543b79c631327009b819c.png,"a wooden barrel-shaped lantern with a metal handle, featuring a rustic texture and a vibrant red fleur-de-lis emblem on the front."
uv/e30c4f25ce2845549c276468694c4abc.png,diffuse/e30c4f25ce2845549c276468694c4abc.png,"a smooth, teal-colored, abstract, organic shape with a matte finish and subtle highlights."
uv/7c0c36671e5843668e021dc2de84467c.png,diffuse/7c0c36671e5843668e021dc2de84467c.png,"a closed, three-dimensional book with a pentagram symbol on the cover, featuring a textured grey spine and a marbled red and black cover."
uv/7434f240c91648e5b3f9490721701045.png,diffuse/7434f240c91648e5b3f9490721701045.png,"a golden, cylindrical object with a reflective surface and a smooth texture, featuring a series of horizontal lines and a pointed end, rests on a paved road."
uv/611430b9bc82461cb01809754b411b76.png,diffuse/611430b9bc82461cb01809754b411b76.png,the image shows a box of slimtone fibertone chia fiber and green tea supplements. the box is predominantly white with green accents and features an image of chia seeds and green tea leaves. the text on the box indicates that it contains 30 s
uv/5aaa97a5e7ff4097aa2f759a82df8a68.png,diffuse/5aaa97a5e7ff4097aa2f759a82df8a68.png,"a pair of futuristic, sleek glasses with a metallic frame and dark lenses, featuring a smooth, reflective surface and a matte finish."
uv/67fa5ca69b06476b8c3e42c6bddfe533.png,diffuse/67fa5ca69b06476b8c3e42c6bddfe533.png,"a smooth, matte blue sphere with a subtle gradient, suggesting a water-like material."
uv/a90aa94ac55f43cbaeb8c421a00b7ee4.png,diffuse/a90aa94ac55f43cbaeb8c421a00b7ee4.png,"a large, round, rocky celestial body with a rough, uneven surface, exhibiting shades of brown and tan, suggesting a barren, desolate landscape."
uv/36992184cc1d4c2db3d9e3f6779a1a83.png,diffuse/36992184cc1d4c2db3d9e3f6779a1a83.png,"a wooden barrel with a white metal band around the middle, showing a weathered texture with visible grain and a brown color."
uv/92a8d45d2d5c43b8b0b5bf7d97816ada.png,diffuse/92a8d45d2d5c43b8b0b5bf7d97816ada.png,"a sturdy, brown wooden chest with metal latches and a metal band around the top, featuring a weathered texture and a rustic finish."
uv/5b47408e2e9842cbb867c5b9ae97dde3.png,diffuse/5b47408e2e9842cbb867c5b9ae97dde3.png,"a metallic rocket with a pointed tip and a red nose cone, featuring a blue gemstone at the center of the body."
uv/55f00d7549844b4687b8e7851b3df4da.png,diffuse/55f00d7549844b4687b8e7851b3df4da.png,"a tall, rectangular, metallic monument with a smooth, reflective surface and gold accents, standing on a base with a similar design."
uv/6d6ece88987d4954a39a9eeb9309031f.png,diffuse/6d6ece88987d4954a39a9eeb9309031f.png,"a rectangular, wooden plaque with a green glowing text in chinese characters, featuring a smooth surface and a dark brown frame."
uv/22e8d9aad0b94aabac41c1e1e6464f3b.png,diffuse/22e8d9aad0b94aabac41c1e1e6464f3b.png,"a rustic wooden barrel with horizontal planks, weathered and stained in shades of brown and gray, showcasing a distressed finish."
uv/143257511a88429dbb0367c111aad8a6.png,diffuse/143257511a88429dbb0367c111aad8a6.png,"a medieval shield with a wooden surface and a metal rim, featuring a red and gold geometric pattern and a central spiral emblem."
uv/c577e58d95494b199c5be4b3e772190f.png,diffuse/c577e58d95494b199c5be4b3e772190f.png,"a 3d rendered image of a yellow, textured, and cracked object with red circular patterns and black outlines."
uv/5c236a7acc9a483895e018294c5aad7b.png,diffuse/5c236a7acc9a483895e018294c5aad7b.png,"a rustic wooden stool with a flat seat and four sturdy legs, featuring a natural wood grain texture and a light brown color."
uv/aa3f904b92f64c8c80a99ef132ea029d.png,diffuse/aa3f904b92f64c8c80a99ef132ea029d.png,"a 3d rendered image of a skull with a smooth, matte finish and a uniform gray color. the skull has a realistic texture with detailed features such as eye sockets, nostrils, and teeth."
uv/9f32bd5378cb43e089c50fcb801eda75.png,diffuse/9f32bd5378cb43e089c50fcb801eda75.png,"a golden, textured, and detailed golden bear head with a smooth surface and a glossy finish."
uv/db97c3d5d2f246fb81b5605ad4eb348d.png,diffuse/db97c3d5d2f246fb81b5605ad4eb348d.png,a 3d rendering of a colorful rubik's cube with each face displaying a different color and numbered from 4 to 8. the cube has a glossy finish and is made of a transparent material with a grid pattern.
uv/21a32b01546a40f6924404c8ddf9c167.png,diffuse/21a32b01546a40f6924404c8ddf9c167.png,"a low-poly character model with a metallic armor texture, featuring a dark, muted color palette with shades of gray and black, and a glowing red eye."
uv/d93c5b2ceec0401fa0be644251397759.png,diffuse/d93c5b2ceec0401fa0be644251397759.png,"a wooden box with a smooth finish and a natural wood grain texture, featuring two vertical panels and a flat top."
uv/68fb6a077e624a0e94dfdb89b8435d18.png,diffuse/68fb6a077e624a0e94dfdb89b8435d18.png,"a pixelated brown creature with a blocky, textured surface and a simple, geometric head."
uv/b3b7638c02274107934db1c6409de66b.png,diffuse/b3b7638c02274107934db1c6409de66b.png,"a detailed 3d rendering of a medieval battle axe with a polished metallic blade and a textured wooden handle. the blade has a sharp, pointed tip and a broad, curved edge, while the handle features a twisted grip design for a secure hold."
